id_code,start_time,end_time,duration,airplane,surfboard,alert,annually,apple,ass,attempt,band,bean,carry,children,church,clam,clipper,construction,cook,cover,dagger,deodorant,dolphin,dress,dusk,east,egypt,expensive,explain,food,fox,gin,hello,hug,hurt,inhale,instrument,keep,marry,men,mustache,navy,near,number,once,rich,room,scare,scientist,short,shot,sly,smudge,stone,storm,tear,theory,thunder,trip,trophy,unfair,waiter,wet,world,worry
62827,11/6/10 11:09,11/6/10 11:21,12,"transplantation, flying","ocean, Outdoors activity",know what going on,once a year,fruit,donkey,try to,plays music,"vegetable, food, good for you, green",hold an item,offspring,"religion, god",peaceful,cuts things,"building, loud, dirty",to make food,"warm, goes over","used to hurt, sharp",makes you smell good when you sweat,"ocean animal, graceful,","silk, long, nice",at night,not west,"country, pyramids, old","a lot of money,",describing,tasteful,red,machine,"greetings, beginning",feeling of acceptance,painful,breath in,sounds,attain,to have and to hold,"dominate, opposite of woman, head of the house","facial hair, men",protecting the us in the waters,close by,digit,one time,to have a lot of money and investments,a place in a building,frightened,experiments with new ideas,"not tall, small,",to try and make a basket,untruthful,smear,hard,scary,sad,an idea,lighting,going somewhere,to attain,not right,male server,water,large,to think to much
66178,11/7/10 0:16,11/7/10 0:30,14,are meant to fly. Help us travel. runs on fuel. is also a movie. can be big or small.,"is on the ocean, is what surfers use, are different colors",if a child is missing.,once in a while.,varies in color.,a donkey.,trying something.,seen in many bars.,goes on tacos,can be heavy.,young person.,a religious place.,is in the ocean,cut nails,on buildings.,different foods,hiding.,a small sword,is worn on armpits.,creature in the ocean,is cloth.,the time between day and night.,is a direction.,has pyramids,something that cost a lot.,make understand.,can be mexican.,a mammal.,is an type of alcohol,is an introduction.,can be given to anyone.,something that can be felt.,take in a breath.,can be a flute.,never get rid of.,someone you love.,A type of gender,facial hair above the lip.,are protectors,very close.,can be one.,only one time.,is someone who has money.,can be a living room.,is something haunted houses do,invents,under a certain height,can be heard miles away,to be sneaky.,ink smeared.,hard rock.,has lightning.,comes from the eye,is a guess.,loud,to anywhere in the world.,is received after winning.,something not deserved,something found in a restraunt,can be rain.,is what we live in.,is a feeling.
63925,11/7/10 12:51,11/7/10 13:37,46,"is made of metal,  carries passengers, travels quickly, looks neat, is multicolored, is made in factories, is long, inside has equipment, runs on gas, can be become hot, is a neccessety, inside has food, inside has seats, inside has technology",is long,"waring, alarm, loud, chronic, people, anger, peopl, hectic","yearly, tradition, family, clubs, schools, teams, contests, fairs, parades,","sweet, sour, green, red, large, small, seeds, skin, tasty, nutrients, juice, vitamins","rude, mean, coniving, nieve, sneaky, charming","try, fail, success, multiple","people, music, fans, lines, ranks, files, instruments, directors, gurad, flads, steps, shoes","stalk, shell, giant, food, protein","hold, lift, help, love","brain, organs, heart, lungs, flesh, limbs, emotions, ideas, thoughts, love","religon, family prechers, bible, frends, hope, faith God, love","shell, oyster, pearl. water, sea, ocean floor, river floor, food","sharp, germy, gross, necessary, small, metal, shiny, gray, tiny","men, wood, tailers, setbacks, detours, metal, equipment, people, buildings, roads","fat, experienced, good, adaptable","protection, duarble, large, thick, comforting","long, short, sharp, deadly","scents, sweet, inhaling, lust","mammel, water, loving, nice, cute, hope, smart","long, pretty, colorful, prom, wedding, party, interview, meeting, initiation","ending, beginning, sweet, sour, bright, hope","wind, breeze, storm, weather, river, ocean","hot, dry, pyramids, Nyle River, sphinx, Rosetta stone, Cleopatra, African Americans, chariots, smog, horses, sand dunes, scorpians, people, pharophs, gin","nice, rich, class, royalty","inform, varify, request information","good, nessary, tasty, sweet, sour, bitter, nasty, variety","animal, heart, instincts, fear, love, protection","alochol, rum, ancient Egypt, pirates, beer, wine, chaser, rich, ancient China, royalty, parties, celebrities","greeting, love, firends, family, strangers, coworkers","love, care, family, friends, people, emotions, sympathy, support, fear, anger, hope","wound, pain, loss, heartbreak, heart, love","take in, air, water, breathe, scents, mouths, noses, people, love","metal, wood, keys, springs, air, strings, heat, pads, corks, necks, bodies,","stay, steal, lie, yours, theirs, ours, hide, permanet","love, union, bondage","masucline, hairy, straight, gay, muscular, large, angry, controling, strict, rude, sexist, racist, kind, nice","hairy, rough, itchy, scratchy, dark, light, neat, ugly,","water, men, women, ships, airplanes, bombs, guns, backup,","close, easy, halfway, completion, hindereness, people,","digits, mathematics, theories, algebra",once,"selfishness, power, growth, manisons, hard work, determination, salary, business","home, love, comfortable, large, small, dark, bright, colorful, dull, new, old, one-person, multi-person, suite, home, mansion, college, hotel, castle, apartment","fear, fright, worry","smart, crazy,loving, thoughtful, dedicated, confident",height,"gun, grenade, cannon, musket, firearm, wound, death, blood, conflict, people, fighting, anger, jelousy","timy, skinny, charming, loveable, dark, sneaky, sneek","removable, dark, ugly, germy, noticeable, mean, there, gone","gray, rock, hard, strong, firm, nature,","dark, huge, confronting, dangerous, bitter, angry, selfish, huge, deadly","water, sweat, fear, sadness, aner,","thesis, proven, science, mathematics, music, Albert Einstein,","loud, frightening, unavoidable, scary, uplifitng,","foreign, loved ones, relxation, people, money, sights, scenes, toursits, camera","metal, hard work, determination, success, team, bronze, silver, gold, race, tournament, competition, game. pagent, coach, player,","not right, biased, boss, recruters, friends, family, studies, school, teachers, love","nice, caring, needy, food, hard working, determined, balanced","water, moist, mold, flood, rain, clear","globe, continents, countries, areas, states, sections, counties, cities, towns, streets, homes","depression, anger, fear, hopelesness, death, wounds, loss"
65416,11/7/10 16:47,11/7/10 17:16,29,"is a transportation, runs on gas, used to travel","found on the beach, smooth, glides in water","signal, beeping, for caution, helps people in dangerous situation","every year, meetings,","on trees, green, red, tastey, juicy","donkey, foul language, term given to people if mean, or body part","trying to do something,","instruments, conductor, plays music","type of food, mexican food, burrito","to hold, a basket, can be heavy","young, boys or girls, playing, laughing","a building, full of people, on Sundays, spirti","ocean, type of food, tastey","cuts hair, metal","building, workers, materials: wood, steel, hammers, nails","food, meals, grown on trees or on the ground, prepared for others","blanket, soft, protection,","a type of knife, dangerous, in horror films","to avoid stink, under your arms, many types, bought at the store","ocean, jumping, glides through water","women's attire, formal, flowy","opposite of dawn, morning,","opposite of west, a direction","pyramid, country, sand, Egyptians","not cheap, large item, cost is high","to give detail, people talking to one another, needed information","smells good, spicy, sweet, at resturants and at home, can be expensive","an animal, red, character in fairy tales, thought to be mean","beverage, in cocktails, adult drinks","a greeting, said when being polite,","emotional, friendly, grasping, heartfelt","pain, injury, in sports, car accidents","opposite of exhale, breathing in, oxygen, smokers","in the band, big, little, loud, quiet","always have, not giving away, yours","groom, bride, happiness","gender, opposite of woman, boys","facial hair, on men, below nose, above mouth","armed forces, weapons, military, a color","close, not far, within arms reach","on shirts, a type of label, in math, counting","one time, not repeated, before twice","opposite of poor, lots of money, happiness, result of good work ethic","in a home, extra space, bedroom","clowns, happens to small children, running away, fear","make predictions, run tests, men or women","small, not average, height, not tall","a drink, alcohol, at the bar","sketchy person, avoid, very clevar","spill, sticky, unclear to see","colorful, rocks, used for counters or floors","thunder, lightning, rain, people fear these, bad weather","sad, water from your eyes, emotional","prediction, in science,","comes with lightning, storming, loud, people fear it","out of town, with family, vacations","winning, sports, honor, given to specific people","cheating, makes people unhappy, opposite of fair","delivers food, serves, happy, male","opposite of dry, spill, water, fresh paint","Earth, where we live, oxygen","sad, fear for another person, not a happy situation"
63520,11/7/10 19:59,11/7/10 20:22,23,"wings, engines, passengers, pilot(s), vary in size and color","skiny, smooth, floats, found on beach and in water","warning, warn, tell others","yearly, not monthly, every year","eat, fruit, tree, healthy","asshole, donkey, butt","try, succeed or fail","rubber band, wedding band, high school band","kidney beans, baked beans, butter beans","hold, take somewhere","kids, grandchildren, siblings","God, preacher, hymns, sermon, scriptures","pearl, oyster","cut, trim, shave","worker, build, make something","prepare a meal, chef, meal","hide, cold, blanket","knife, long, stab","anti-persperant, armpit, underarm","fish, water, fun","sundress, church, prom, elegant","nighttime, not dawn, west","west, north, south, sunrise","pyramids, desert, emporers","a lot of money, high in price, not cheap","explanation, describe, be more specific","eat, munch, lunch, dinner, breakfast","sly, sneaky, animal","alcohol, ginger","hi, hey, what's up","embrace, bear hug, love","injured, disabled, sore","breathe, deep breath, smoke","music, guitar, piano","possess, mine, yours","holy matrimony, engaged, love","man, husband, brother","hair, face, upperlip","blue, armed forces, over seas","not far, close, next to","digit, value, math","in a lifetime, twice, one time","wealthy, stuckup, cocky","bedroom, bathroom, classroom","frighten, creep out, halloween","experiment, chemicals, magnifying glass","small, midget, not tall","bullet, gun, alcohol","sneaky, smooth, fox","smear, streak, blur","rock, drugs, headstone","thunder, lightning, rain","cry, grief, sorrow","science, idea, beginning","lighting, storm, rain","vacation, road trip, travelt","award, winning, 1st place","unjust, not fair, not equal","waitress, restraunt, tips","damp, water, soaked","earth, water, land","worry wart, frantic, anxious"
64840,11/8/10 0:10,11/8/10 0:43,33,"flies, carries people, carries cargo, made of metal, has engines, driven by pilot, goes long distances","flat, long, floats, used by surfers",awareness,occurs once a year,"fruit, red peel, give to teachers, computers, ipod","donkey, body part, curse word","try, success or failure","orchestra, jazz, rock, musical, group of musicians","green, lima, baked, refried",lifting,"growing, playful, learning","steeple, Christian, Sundays","living creature, food",for fingernails,"workers, buildings, progress","skilled, good sense of taste","blanket, camoflauge","weapon, stabbing, easily concealed","goes in armpits, removes odor","in ocean, mammal, intelligent","worn by females, formal, casual, long, short","sunset, nightfall","coast, hemisphere, direction","has desert, has nile river, has pyramids, Northeast-African country",luxury,story,"breakfast, lunch, dinner, dessert, digestion, sustinence, taste","red, gray, white, sneaky, small",alcohol,"greeting, wave, introduction","embrace, expresses feeling, affection, concern, console",pain,"breathing, oxygen","musical, tool","castle, military, stone, fortress","wedding, commitment, legal","gender, testosterone","hair, on upper lip","military, sea",not far,"integer, mathematical, used everywhere",upon a time,"person, food","rectangular, doorways, enclosed",frightening,"experiments, makes hypothesis, mad",small,"gun, alcohol","sneaky, deceptive","smear, messy","hard, a rock, a gem, used to build","rain, thunder, lightning, warnings","crying, rip",probable explaination,"loud, startling, lightning, storms",traveling,celebrates achievement,"a person, a situation","restaurant, serving, tip","water, slippery","Earth, globe, geography","anxiety, stress"
65557,11/8/10 12:10,11/8/10 12:37,27,"flies, fast, has wings, has lift, made of steel, has windows, carries passengers, large, heavy","fiberglass, smooth, long, has stablizing fins, pointy","alarm, loud,","yearly, holidays, payments","tastes good, red, green","donkey, carrier, butt,","try, succeed, fail","music, group together","rice, mexican, pinto, smushy","hold, protect","kids, noise,","Bible, God, baptist, catholic, big, preacher, pues, chior","ocean, tasty, white","hair trimmer, LA","build, hard hats,","chef, food, bake","warmth, bar entry, fluffy","death, sword, sharp, pointy","smells good, white,","grey, bottlenose, flipper, dorsal fin,","pretty, long","quiet, gorgeous, lots of color","coast, direction","large, the bible, powerful","pricey, cars, houses, watches, rings, necklaces, gold",tell about,tasty,"red, grey. furry","nasty, alcohol,","hi, greeting","feels good, caring, sincere","ouch, pain, soreness, injury",gasp,"guitar, sounds good","hold, take care of","wedding, honeymoon, wife, husband","bold, protectors,tall,","gross, hairy","blue, SEALS, ocean, ships, jets",close to,"1 2 3, count",one time,"wealthy, sweet, chocolate, bill gates","big, comforting",terrify,"smart, nerdy",small,"guns, bullets","slick, smooth, sweet talker","smear, messy","rock, hard, rough, smooth","lightning, thunder, rain, wind",rip,science,"loud, lightning","vacation, family","prize, reward",biased,"food, polite, service, tips,","soggy, damp, drenched, feel heavy","globe, everyone",concern
64042,11/8/10 12:16,11/8/10 12:22,6,metal,long,sound,yearly,red,donkey,try,play,baked,haul,kids,God,shell,wood,site,clean,blanket,knife,smell,shark,skirt,dawn,west,Cairo,money,talk,eat,hound,whiskey,goodbye,kiss,heal,exhale,guitar,give,divorce,guy,beard,army,far,count,twice,poor,door,frighten,doctor,tall,gun,cat,mess,rock,lightning,rip,guess,lightinig,vacation,room,fair,food,dry,war,nervous
65449,11/8/10 13:06,11/8/10 13:17,11,"Flys, used for travel",is oval used in water,"to be wide awake and cautious, looking out for something peticular.",once a year.,"can have red skin or green skin, can be mushy, gets brown when not fresh, can be crisp,used for fruit salad, a fruit, grows from a tree","A donkey, mean, used for riding or transport of goods,.","to try to complete, you dont know if you can do it but you still want to try, to give your best try.",multiple people playing music together.,"a vegetable found in a plant, gets you gassy",to hold for a little bit while the other person does something else.,"young people, can be annoying but needs a lot of learning.Innocent","a place to worship, a place for comunnity to share common beliefs of religion and socail aspects as well.",a muscle. might have pearls in them . found in water,"used to cut hair with A PAIR of these, sharp, usually a silver","a sight  and project where people repair buildings, and roads.","to prepare food, a job for a person,","to protect something, like pages on a book, can be used to be on a bed, to cover from the cold","a sharp tool, silver, has a handle, small sword.","can make a person cover up there armpit oder, diffrent brands, has commercials to sell them.",a smart  mamal that lives in the water. used by milllitary to find underwater bombs used for entertainment,"something females usually wear, usdually one peice used for formal occasions.",between dark and daylight,"Oreintal countries , Russia, eatsern Culture, more personable, more family oriented,","a place in africa, has a storng m,uslim pressence, had a great ancient empire.",a lot of money usually cant afford it.,to give information about.,"Consumable, anything that will give nutrients can be alive or dead.",a small canine that is usally wild. coats vary usually dpeicted as red.,"strong Alcohol, yellowish, can be mixed to make cocktails, gets people drunk, diffrent ranges in prices.",a gesture to say I acknowledge you for the first time in that moment,a geture to let people you miss them/ love them. To say goodbye. showing emotion phyiscally.,phyiscal and emotional pain.,a log breath coming into your mouth.,"something used to get something done, like a doctors stehascope.","to have something, to hold and watch it it's yours,","a wedding,  a ceremonie.",male human species.,"hair on your upper lip, diffrent styles,  reveals your personality, a trend.","Army, Usually  water bound, controlled by the president.",to be close of.,"infinte, used in math, counting,  Identification purposes, order",a one time thing.,"Dont have to have money to be rich, you can be rich in friends, and family and love, To have a lot of money dosent mean your happy.",a place where there are walls and usually furniture.,to give somone a freight.,a person who studies science for the betterment  of hummanityor trying to discover the secrets of the world.,"not big lenght wise, used to day that you fell a little behind,.","strong alcohol. usually one once, fired from a gun","cunning, fast and quick,","a black stain, stinky substance that can poisionus,  sticky, slimy",a rock used for construction of a building or art.,"a weather occurance diffrent kinds for diffrent regions, like rain storms in the rain forest, Wind storms in the desert.","water coming down from your eye, usually present with strong emotions.","an idea that can be tested, imnfintie number of them, used for  Scholarly  purposes. can help explain stuff in life.",a noise that follows lightning.,"to go somewhere, varies in distance. to fall unexpentanly.",an achievemnt from a competeion.,someone gets special attention and you dont.,a person who works at a resturaunt and serves you food.,covered in a liquid substance usually water.,a huge place that holds mutple cultures and life. a spherical planet.,to be scared of something that might haqppened
63598,11/8/10 13:48,11/8/10 13:55,7,wings,surfer,noise,all the time,orange,butt,try,group,black,drop,kids,cross,oyster,cut,orange,chief,blanket,candle,odor,whale,red,dark,west,pyramid,pricy,talk,pizza,hound,beer,hi,kisses,painful,exhale,guitar,important,proposial,boys,hair,water,far,one,one,poor,box,frighten,expirment,tiny,gun,sneaky,smear,rock,thunder,cry,fact,lightning,fall,wife,wrong,waitress,damp,globe,stress
65311,11/8/10 17:02,11/8/10 17:29,27,"Large, flys, made of metals, aerodynamic, burns fuel,seats passengers.","wood, water, long, fins, hard to balance,pointed, feels smooth","Aware, ready for action","year round, coming up, work, school.","fruit, food, nutritious","donkey, animals backsides, someone who is stupid, anger","Try,","Music, drummer, guitar, singer, fans","vegetable, food, healthy","Hold, babie, football, basketball","loud, young, imaginative, loving, gental","Boring, old building, preacher, choir, members, pews.worship","ocean, food, muscle","Hair,barber, trees, bushes, leaves","Buildings, wood, plywood, large, wide, can hold people,hard hats, machinery, trucks","food, hungry, timers, heat,","warm,hiding, shield,","stab, rouge, games, throwing",smell good,"Ocean, mammal, air, fish","Wedding, parties, proms","sun going down, cool, calm, peaceful,","NewYork, country, asia","cats, Pyramids, sand, desert, pharaohs, slaves, workers, africa","cars, houses, money, jewelry, living, electronics",To tell what you know,"pizza, Chinese, hunger fulfilling","hound, pest, fast, sneaky, someone who is shifty","alcohol, drunk, party,","wave, goodbye, meeting, new people, friendly","comfort, sorrow, embracing, love, physical contact, meaningful","Physical, pain, emotional","smoke, asthma, sick, drugs","Music, sounds, talent","mine, not give out,","love, people, commitment","tough, fighting,smart, ego,","cowboy, shady men, business men,","color, military, water, ships, aircrafts,","close to, almost there,","phone, girlfriend, humans, government","not again, on the line, no regrets","famous people, money, nice things","home, sleep, learn, study, play","afraid,, frighten, alert,","Theories, chemistry, chemicals, study s, outerspace","tiny, belottle,anger","Guns, pellets, ammo, hunting, war","Sneaky, way with words","smear, stain","rock, buildings, throw,","rain, thunder and lighting, tornados","sad, hurt, love,","guess, thought of how something works.","lightning, storms, hurt","Vacation, driving, cars, hotels,","Winning, sports","No right, working against, not getting what you want","restaurant, waiter, food, tips","cold, swimming, shower, soaked","corrupt, large, resources, populated","stress, not going right, scared"
65692,11/8/10 20:23,11/8/10 20:46,23,"flight attendent, 9/11, peanuts, pilots, wings, sky, landing, travel","wax, water, beach, suffer, waves","awake, ready, prepared","once a year, tradition","red, picking, pie",donkey. cheeks,"try, effort","music, instraments","stock, brown, gross","books, grocries,","loud, cute, little, innocent","Religion, family, God","pearl.ocean, oyster","nails, hair, grass","noise, men, buildings, hard hats,","food, hunger, taste, smels","hide, put away","knife, weapon, harm","clean, white, smell","ocean, blue, slimy, swimming","summer, short","dim, twilight","direction, east coast","tombs, pyraminds, pharaohs, cats","money, college, school","confussion, talking, teacher","hunger, stomach, cook","aniaml, fast, orange, hunting,","tonic, alcohol","goodbye, greeting","caring, love, friendship","pain, discomfort","breathe, inhaler, take in","music, band, noise","have, take, belong","wedding, love , dress, family","human, attractive, strong","itchy, hair, lips, men","color, dark, army branch","close, here, by","math, order","first, begining, start","wealth, money, green, famous, luxury","bed, space,","spooked, startled","Lab, research, chemistry","small, little, size","alcohol, drunk, vodka","fox, sneaky,","make up, eye liner, easer","rock, gem","loud, dark, rain, thunder, lightening","rip, cut",thought,"storm. lighenting, rain","travel, vacation, fall","accomplistment, reward, gold,","fixed,","restaurant, service, food","water, rain, liquid","huge, round, planet, astronomy","anxiety,"
66307,11/8/10 21:49,11/8/10 22:30,41,"flies, runs on gas, steered by a pilot, holds people, holds luggage, is big, made of metal, has wings, has engines, has windows","is long, is multi colored, used in ocean, has wax, rides waves, rode by surfers",emergency,"once a year, event","red, juicy, green, yellow, sour, sweet, has stem, has seeds","donkey, is gray, has fur","try, not always successfull","different types of instruments, perform","different colors, different types, baked, boiled","groceries, with arms, with bag, into the house","have parents, like to play, are small","worship, safe place, fellowship","slimy, has pearl, opens, lives in water, outside is brown, inside is pink",fingernails,"build, new, workers, job","makes food, works in restaurant, serves people, creates dishes","keeps in heat, on bed, comforter","weapon, old school, short, sharp","smells good, put on armpits, body odor blockers","lives in ocean, is blue, has fins, has snout, barks, saves people, has tail","something a girl wears, pretty, different lengths","multi colored, pretty, at night","north carolina, the opposite of west, never ending","country, egyptians, have pyramid",a lot of money,"words, give understanding","different kinds, satisfies need, less hungry","is red, is small, eats small animals, has paws, has pointy ears","alcohol, different types","word, said by people, greeting","warm, between friends, greeting","injury, sad, crying","air, essential, action, involuntary","different types, in band, able to be played, make music","hold on to, not sell or give away","two people, by a pastor, has a crowd","have penis, like women, like sports","on face, different hair colors, magnum pi","color, dark blue","close to, almost there","used to count, infinity, used to measure",one time,"has money, buys expensive things","space, different themes","fear, nerves, shaking","performs experiments, gives instructions, develops theories","not tall, people, things","gun, bullet, target",sneaky,"dirt, messed up","smooth, gray, big","dark, has lightning, has thunder, has rain, electricity","salty, sad, crying",proven hypotheses,"loud, not seen, during storms, scares dogs","fall, land on ground, get laughed at","gained by winning, gold, shiny","judge, punishment","serves, brings food, brings drink, gets tips","not dry, water, damp","has water, has land, people live on it, has mountains, has deserts","what moms do, feeling"
64624,11/9/10 0:11,11/9/10 0:22,11,clouds,beach,fire,year,pie,jack,try,stand,jack,out,play,bell,layed back,toe nail,worker,kitchen,sheet,knife,perfume,ocean,blouse,dawn,west,king,purse,solve,drink,woods,and juice,goodbye,kiss,harm,exhale,piano,in touch,divorce,women,beard,army,close,letter,many,and famous,and board,ghost,chemistry,stout,gun,fox,smeer,stick,thunder,drop,logic,storm,round,case,judge,busser,cold,peace,scared
63322,11/9/10 9:43,11/9/10 10:04,21,"a form of transportation, flies, make of metal, funs on fuel,","is smooth, found at the beach, used for surfing made of wood or plastic, floats",capable of abserving ones surroundings,reacuring,fruit,an animal that look similar to a hourse,a trial,plays music,comes from a plant,moving while holding something,humans younger than 18 years of age,why of thinking,lives in the ocean,sharp,building soming,involves food,goes over another object,sharp,placed on arm pits,lived in the ocean,mostly found on women,when the sun sets,found by looking at a compass,country,high in price or worth,detail on a subject,edible,small animal with a bushy tail,a beverage,greeting,expresses emotion,feeling,breathing in oxygen,tool used to produce music,hold in ones possecion,cerimony,have have a penis,hair found on face directly above the lips,"a color, branch of the military",close in proximity,what we use to count,happened only one time,abondance of something desired,place surrounded by four walls,creates a panic feeling,a person,lacks in height,a drink that is served in small amounts,goes unnoticed,smearing one substance over another,hard,occurs outside,make of salt and water,consist of an idea,noise,involves going someplace new,reward,undeserved outcome,serves others,involves a liquid,inhibited by living things,unplesant emotion
64216,11/9/10 14:31,11/9/10 14:52,21,"large. produces heat, flies, holds people","long, plastic. multiple fins, differnt colors","aware, on gaurd, assertive","once a year, christmas, birthdays","food, trees, fruit, seeds","donkey, jerk, dick","try, retry, quit","rock, concerts, beer, party","food, cook, eat, bean stalk","hold, baggage, trip","kids, birth, first step","god, worship, prayer, give money","food, salt water, ocean, jobs","hair cut, basketball teams","building, hard hats, warning zone, builders, equipment","gril, boil, bake","to get under a blanket, warm, house","knife, death, stab","freshness, arm pits, hair","fish, trained, walt disney world","wedding, prom, homecomming, fancy dinner","dark, night, moon","Russia, middle east, west","pyramids, sand, nile, pharrohs","cars, money, rich, nice houses","describe, descript, tell someone","energy, fat, calories","tv network, animal, red coat, white coat","whiskey, alcohol, drunk","greeting, introduction, form of communication","hold, love, greet","shot, pain, broken bone","breath, clean air,","music, dancing, concerts, rock band","hold, not give away, love","wedding, bachelor parties, alcohol, dancing","power, work, head of house hold","facial hair, bad guy, gotee","ships, work, guns, war, floats","far, close,","count, add, subtract","one a year, birthday, holidays, never again death","money, cars, houses, boats","house, classroom, place to relax, eat","halloween, ghosts, candy","frankenstein, medicne, science","midgets, women, short bus","alcohol, guns, whiskey, drunk people, death","slick, evil, bad guy,","oil, cars, dirty","rock, granite, counter tops, building","lightening, thunder, rain, wind, sirens","cry, salty, sad","laws, hypothesis, not accurate","lightening, rain, wind, sirens","vacation, travel, spend time with family, cars, road trip","award, prize, sign of win","not equal, slavery, WWII","server, alcohol, tipping","rain, water, tshirt concert","earth, globe, human","scared, frightened, alert"
65152,11/10/10 2:42,11/10/10 3:19,37,"have wings, transport, flies","For which to surf, long, made of fiberglass, made of wood, has fins,","high level of focus, increased security",yearly,"fruit, containing seeds,","mule, hind end, someone who is a brash social idiot",to try,"musical group, a continuous loop used for holding something, i.e.; rubber band","a vegetable, dietary staple, magical fruit",to hold an object for transport,young offspring,a religious building,a water dwelling creature,"a ship, a device for shearing objects","a structure that is being worked on,","a person who makes things with a heat source, the act of making something with a heat source","blanket, protective apparatus,","small sword,",substance that prevents odor,intelligent water mammal,"to clothe, covering worn on the body, typically female","late evening, twilight,",opposite of west,"country, early civilization",incurring a large cost,to provide clarification of information,prepared things that are edible,"a canine animal, small, red, gray, long tail, perky ears","alcohol, device for separating cotton",greeting,to grasp with both arms,"to be in physical pain, emotional pain. unhappy feeling","act of breathing inward, consumption with speed",a device used to supplement work,"a castle, to maintain possession",to join something,"alpha, group of a species","facial hair, stylized grooming of the hair on the upper lip","color, seafaring gov't sponsored organization",to be close,a symbol representing amount,only happening one time,"to have some wealth, nickname for Richard","an interior structure inside a building, containing space","fear,",person who uses educated theory to answer questions/solve problems/understand the world around them,"small stature, something that is small, clothing that starts at waist and ends before the knee, unintended electrical ground","small lead balls, projectiles","clever, nickname for Slyvester","to smeer, burnt smoky fudge",a rock,"a weather event, to move through an area with intent or speed","to rip, byproduct of crying","educated idea, research, scientific opinion",effect of lightning,"to fall, vacation, change from off/on and inverse","an award,","senseless, out of turn","male server in a restaurant, someone who waits","damp, covered in water, sexual arousal in women","level, planet, environment",dwelling upon emotion
62281,11/10/10 11:25,11/10/10 11:50,25,"Is a vehicle, uses an engine, uses gasoline, used to carry passengers, travels distances, flies, has wings, found in airports, multiple types.","flat, glides on water, has a fin, used for recreation, found near oceans, used by a person","wary,","date, yearly","edible, red, round, grown on tree, has stem, has a core, has seeds","butt, on mammals, used to remove excrement","try,","uses instruments, has at least two people, makes noise, used for enjoyment,","small, round,","weight, boxes, lifting, struggling","kid, young adult,","religion, place of worship","emotion, relaxed","used my humans, cuts things, vary in size,","loud, uses machines, many people, large or small,","food,","enclose,","blade, small,","antiperspirant, smell, anti odor","animal, has fin, swims, ocean","clothes,","sun, beginning of night,","direction, maps,","country, Africa, desert, prymids","money, well built, doesnt break down",describe,"editable, nutritious, gives minerals","animal, eats chickens, small, long tail",alcohol,"greeting,","love, kindness, from emotions,","pain, emotion",breathe,"band, different pitches, makes noise,","hide, selfish, doesn't share",joining of families,"strong, human,","hair, face, above lips, from testosterone","armed forces, water based, part of military","close, distance,","math, used to label,","one attempt, number","money, strong taste",your private sanctuary,"afraid, emotion","science, researches, makes discoveries","small,","attempt, try, gun, bullet",sneaky,"dirty,","rock, used to build","rain, tornado,","crying, emotion, eyes","hypothesis, guess","loud, follows lightning,","fall, travel,","reward, joy,","sports, judge,","carries food, makes money, found in restaurants,","water, felt","large, continents,","afraid, scared, emotion"
63718,11/10/10 12:01,11/10/10 12:24,23,"is transportation, is expensive, it's full of people, it can be used for mass destruction, it is suppose to be the safer way to travel.","Sufer's use it to surf, it must be sanded down, they break on coral, they are different sizes and they are used for advertising.","Amber, emergency, watchful, keep and eye out","taxes, interest, picnics, fundraisers","Johnny Appleseed, caramel apples, fairs, halloween, bobing for apples","Donkey, jerk, buttocks,","failure, success, trying hard","rock,country, muscians, high school, jazz","Jack and the bean stalk, magic beans, ham and beans","babies, goods, the team, the work load","babies, husband,wife, teenage mother","marriage,baptisim, worship","chowder, sea, rivers, pearls","hair, buzz head, finger nails","site, highways, buildings, Cadet,Cat","restuarant, submarine, dinner,lunch,breakfeast","blankets, duvet, comforter","medieval, hidden away, untrustworthy","armpit, stinch, sweat","smart, only other mammal to make love for pleasure and not strictly to mate","up, girl , summer, easter, christmas","dawn,night, time","west, boarding school, red soxs","Pharoah, cats, pyriamds, landmark, nile, moses","name-brands, houses, cars children","teach, describe, demonstrate.","fast, restuarnt, favorite food","and the Hound, disney,","Tonic, alcohol, ging, redhead","goodbye, greeting, friendly,","Carebears, upset, excited, loving, greeting","wound, hospital, bandage,gangreen","exhale, breathing, smokers, black lung","saxaphone, piano, drums, guitar, voice, orchestra","trying, going, keepsake, things","love, husband,wife, church, wedding gown and cake","women,macho,head of the household, providers,","richard(friends), Burt Reynolds, mexican, seventies","seal, boats, men and women, submarine","far, nearsighted, close, almost there","lucky number, amount, percentage","upon a time, fairytales, in a while","poor, donald trump,mansion, escalade","bed, bath, living, class","tactics, scaring is mean, haunted houses,  thrill seekers","Jekly and Hyde, disease control, frankinstein, zombies","shorts, petite, change under,","flu, booster, guns and wounds","spy, trickster, liar, decieving","paperwork, dirty face, dirty screen, computer screen is dirty","Metal, Marble, floors, greek pantheon","dangerous, storms can be peaceful, hurricane,thunderstorm, lighting,rain, hail, snow","sadness,happiness, event occured","big bang, science,history, evolution","storms, sleep/nap, peaceful","vacation, excitement, money, exhaustion","wife, award, proof","not right, wronged, mistreated","server, food, dinner, tip/gratuity","water, swimming, seal, oceans,rivers,pools","Disney!, explore, war, peace, power","wort,some, concerned,afraid"
